상권명,업종,특징_요약,핵심_고객층,시장_유형,평균_재방문율(%),평균_신규방문율(%)
옥수,미곡상,"여성 50대, 여성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(35.1%) 비중이 높은 곳입니다.","여성 50대 (21.0%), 여성 60대이상 (19.8%)",유동인구 중심 (98.5%),35.09,11.26
옥수,반찬,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 신규 고객(5.7%) 유입이 활발한 곳입니다.",여성 60대이상 (39.0%),거주 중심 (100.0%),0.0,5.71
옥수,백반/가정식,"남성 40대, 남성 50대, 여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(30.9%) 비중이 높은 곳입니다.","남성 40대 (14.2%), 남성 50대 (13.1%), 여성 40대 (12.6%)",거주 중심 (49.9%),30.87,9.02
옥수,베이커리,"여성 30대, 여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(32.6%) 비중이 높은 곳입니다.","여성 30대 (18.3%), 여성 40대 (16.9%)",거주 중심 (59.3%),32.65,6.68
옥수,분식,"여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(36.7%) 비중이 높은 곳입니다.",여성 40대 (15.9%),거주 중심 (57.4%),36.66,8.38
옥수,수산물,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(23.9%) 비중이 높은 곳입니다.",여성 60대이상 (54.1%),거주 중심 (75.1%),23.9,19.29
옥수,식료품,"남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(38.7%) 비중이 높은 곳입니다.",남성 60대이상 (21.3%),유동인구 중심 (52.2%),38.65,7.66
옥수,식품 제조,"여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(8.3%) 유입이 활발한 곳입니다.",여성 30대 (100.0%),유동인구 중심 (100.0%),0.0,8.33
옥수,아이스크림/빙수,"남성 30대, 남성 40대, 여성 30대, 여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(44.9%) 비중이 높은 곳입니다.","남성 30대 (14.6%), 남성 40대 (13.1%), 여성 30대 (15.0%), 여성 40대 (13.3%)",거주 중심 (73.4%),44.91,14.77
옥수,양식,"여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(12.4%) 비중이 높은 곳입니다.",여성 30대 (20.2%),유동인구 중심 (57.1%),12.4,10.21
옥수,와인바,"여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(16.1%) 유입이 활발한 곳입니다.",여성 30대 (33.5%),유동인구 중심 (66.5%),14.71,16.08
옥수,와인샵,"여성 40대, 여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(35.0%) 비중이 높은 곳입니다.","여성 40대 (18.3%), 여성 60대이상 (17.1%)",거주 중심 (69.7%),34.99,13.05
옥수,요리주점,"남성 30대, 남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.9%) 비중이 높은 곳입니다.","남성 30대 (16.6%), 남성 50대 (16.5%)",유동인구 중심 (47.9%),18.86,6.69
옥수,일반 유흥주점,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(22.9%) 비중이 높은 곳입니다.",남성 30대 (30.2%),유동인구 중심 (55.6%),22.87,7.77
옥수,일식-덮밥/돈가스,"남성 30대, 남성 40대, 남성 50대, 여성 40대, 여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(28.5%) 비중이 높은 곳입니다.","남성 30대 (12.3%), 남성 40대 (12.8%), 남성 50대 (13.0%), 여성 40대 (12.1%), 여성 50대 (11.1%)",거주 중심 (58.6%),28.49,6.3
옥수,일식-우동/소바/라면,"남성 30대이(가) 주로 찾는 거주 중심의 시장으로, 신규 고객(25.3%) 유입이 활발한 곳입니다.",남성 30대 (18.8%),거주 중심 (49.0%),23.92,25.31
옥수,일식-참치회,"남성 40대, 남성 50대, 남성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(26.2%) 비중이 높은 곳입니다.","남성 40대 (18.8%), 남성 50대 (18.9%), 남성 60대이상 (19.1%)",거주 중심 (50.8%),26.2,6.07
옥수,일식-초밥/롤,"남성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 신규 고객(26.7%) 유입이 활발한 곳입니다.",남성 60대이상 (26.0%),거주 중심 (48.3%),18.42,26.66
옥수,일식당,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(20.6%) 비중이 높은 곳입니다.",남성 30대 (17.5%),유동인구 중심 (59.5%),20.56,9.34
옥수,주류,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(26.0%) 비중이 높은 곳입니다.",남성 30대 (28.5%),유동인구 중심 (70.6%),25.95,8.06
옥수,주스,"여성 20대이하, 여성 30대, 여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 신규 고객(37.4%) 유입이 활발한 곳입니다.","여성 20대이하 (12.0%), 여성 30대 (13.0%), 여성 40대 (12.2%)",거주 중심 (62.3%),23.77,37.43
옥수,중식당,"남성 40대, 남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(30.4%) 비중이 높은 곳입니다.","남성 40대 (15.0%), 남성 50대 (15.2%)",거주 중심 (58.6%),30.45,5.48
옥수,청과물,"여성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(22.6%) 비중이 높은 곳입니다.",여성 60대이상 (20.2%),유동인구 중심 (56.1%),22.64,5.92
옥수,축산물,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(40.9%) 비중이 높은 곳입니다.",여성 60대이상 (19.9%),거주 중심 (67.7%),40.9,6.06
옥수,치킨,"남성 40대, 남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(23.3%) 비중이 높은 곳입니다.","남성 40대 (16.6%), 남성 50대 (17.2%)",거주 중심 (60.7%),23.26,8.64
옥수,카페,"여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(28.3%) 비중이 높은 곳입니다.",여성 30대 (19.1%),유동인구 중심 (48.6%),28.33,9.12
옥수,커피전문점,"여성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(33.3%) 비중이 높은 곳입니다.",여성 30대 (19.0%),거주 중심 (52.3%),33.27,6.42
옥수,피자,"남성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(29.3%) 비중이 높은 곳입니다.",남성 40대 (15.2%),거주 중심 (69.6%),29.28,12.27
옥수,한식-국밥/설렁탕,"남성 30대, 남성 50대, 남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(27.4%) 비중이 높은 곳입니다.","남성 30대 (17.4%), 남성 50대 (17.2%), 남성 60대이상 (15.7%)",유동인구 중심 (54.9%),27.37,6.7
옥수,한식-국수/만두,"남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.7%) 비중이 높은 곳입니다.",남성 60대이상 (16.0%),유동인구 중심 (53.5%),18.75,14.72
옥수,한식-단품요리일반,"남성 30대, 여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(28.7%) 비중이 높은 곳입니다.","남성 30대 (15.2%), 여성 30대 (15.8%)",유동인구 중심 (50.0%),28.74,7.86
옥수,한식-두부요리,"남성 30대, 남성 40대, 남성 50대, 여성 30대, 여성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(20.2%) 비중이 높은 곳입니다.","남성 30대 (12.8%), 남성 40대 (10.8%), 남성 50대 (11.8%), 여성 30대 (12.7%), 여성 50대 (11.7%)",유동인구 중심 (48.1%),20.24,7.37
옥수,한식-육류/고기,"남성 40대, 남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(23.6%) 비중이 높은 곳입니다.","남성 40대 (15.2%), 남성 50대 (16.5%)",거주 중심 (49.9%),23.62,8.86
옥수,한식-죽,"여성 30대, 여성 40대, 여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(25.5%) 비중이 높은 곳입니다.","여성 30대 (12.6%), 여성 40대 (13.5%), 여성 50대 (14.4%)",거주 중심 (67.9%),25.52,22.41
옥수,한식-해물/생선,"남성 30대, 남성 40대, 남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(15.3%) 비중이 높은 곳입니다.","남성 30대 (15.0%), 남성 40대 (13.7%), 남성 50대 (14.2%)",유동인구 중심 (58.5%),15.28,10.93
옥수,햄버거,"남성 30대, 여성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(24.4%) 비중이 높은 곳입니다.","남성 30대 (17.7%), 여성 30대 (16.5%)",거주 중심 (49.0%),24.4,7.6
옥수,호프/맥주,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(12.9%) 유입이 활발한 곳입니다.",남성 30대 (20.1%),유동인구 중심 (60.9%),11.05,12.89
왕십리,건강식품,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(27.2%) 비중이 높은 곳입니다.",여성 60대이상 (31.4%),거주 중심 (52.5%),27.24,10.44
왕십리,건강원,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(15.9%) 비중이 높은 곳입니다.",여성 60대이상 (80.5%),거주 중심 (77.8%),15.87,9.13
왕십리,구내식당/푸드코트,"남성 50대이(가) 주로 찾는 직장 중심의 시장으로, 재방문 고객(52.7%) 비중이 높은 곳입니다.",남성 50대 (55.6%),직장 중심 (46.9%),52.75,4.86
왕십리,기타세계요리,"여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(28.2%) 비중이 높은 곳입니다.",여성 30대 (19.6%),유동인구 중심 (48.6%),28.17,15.9
왕십리,꼬치구이,"남성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(14.3%) 비중이 높은 곳입니다.",남성 30대 (19.4%),거주 중심 (50.3%),14.27,8.75
왕십리,농산물,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(24.4%) 비중이 높은 곳입니다.",여성 60대이상 (20.3%),거주 중심 (60.9%),24.35,8.96
왕십리,담배,"남성 20대이하, 남성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(27.8%) 비중이 높은 곳입니다.","남성 20대이하 (24.8%), 남성 30대 (24.3%)",거주 중심 (50.6%),27.79,7.14
왕십리,도너츠,"남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(27.4%) 비중이 높은 곳입니다.",남성 50대 (15.6%),거주 중심 (66.2%),27.36,8.62
왕십리,도시락,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(39.5%) 비중이 높은 곳입니다.",남성 20대이하 (39.0%),유동인구 중심 (42.7%),39.54,5.83
왕십리,동남아/인도음식,"여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(19.4%) 비중이 높은 곳입니다.",여성 30대 (17.5%),유동인구 중심 (44.7%),19.38,8.88
왕십리,떡/한과,"여성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(77.8%) 비중이 높은 곳입니다.",여성 30대 (72.7%),거주 중심 (100.0%),77.78,4.04
왕십리,떡/한과 제조,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(33.9%) 비중이 높은 곳입니다.",여성 60대이상 (24.0%),거주 중심 (66.3%),33.91,6.25
왕십리,룸살롱/단란주점,"남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(24.7%) 비중이 높은 곳입니다.",남성 50대 (21.6%),유동인구 중심 (54.8%),24.73,8.2
왕십리,마카롱,"여성 20대이하이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(31.9%) 비중이 높은 곳입니다.",여성 20대이하 (23.4%),거주 중심 (62.2%),31.86,6.28
왕십리,미곡상,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(48.2%) 비중이 높은 곳입니다.",여성 60대이상 (41.7%),거주 중심 (89.3%),48.23,4.95
왕십리,반찬,"여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(41.2%) 비중이 높은 곳입니다.",여성 50대 (20.7%),거주 중심 (70.2%),41.16,10.72
왕십리,백반/가정식,"남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(27.9%) 비중이 높은 곳입니다.",남성 50대 (19.2%),유동인구 중심 (43.8%),27.89,9.78
왕십리,베이커리,"여성 20대이하, 여성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(29.3%) 비중이 높은 곳입니다.","여성 20대이하 (17.1%), 여성 30대 (17.4%)",거주 중심 (50.9%),29.26,11.44
왕십리,분식,"남성 30대, 남성 40대, 남성 50대, 여성 30대, 여성 40대, 여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(29.1%) 비중이 높은 곳입니다.","남성 30대 (11.4%), 남성 40대 (11.4%), 남성 50대 (11.0%), 여성 30대 (12.4%), 여성 40대 (12.6%), 여성 50대 (11.5%)",거주 중심 (49.3%),29.14,9.79
왕십리,샌드위치/토스트,"여성 20대이하, 여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(26.4%) 비중이 높은 곳입니다.","여성 20대이하 (18.0%), 여성 30대 (19.7%)",유동인구 중심 (53.0%),26.43,11.26
왕십리,수산물,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(21.5%) 비중이 높은 곳입니다.",여성 60대이상 (29.7%),거주 중심 (57.7%),21.53,7.76
왕십리,식료품,"남성 40대, 여성 40대, 여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(31.4%) 비중이 높은 곳입니다.","남성 40대 (10.6%), 여성 40대 (11.4%), 여성 60대이상 (12.2%)",거주 중심 (51.4%),31.42,8.23
왕십리,식품 제조,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(38.2%) 비중이 높은 곳입니다.",여성 60대이상 (28.3%),거주 중심 (82.3%),38.18,6.49
왕십리,아이스크림/빙수,"남성 20대이하, 남성 30대, 여성 20대이하이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(31.9%) 비중이 높은 곳입니다.","남성 20대이하 (14.8%), 남성 30대 (13.3%), 여성 20대이하 (13.1%)",거주 중심 (58.9%),31.9,13.94
왕십리,양식,"여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(17.3%) 비중이 높은 곳입니다.",여성 30대 (17.6%),유동인구 중심 (57.8%),17.31,12.71
왕십리,요리주점,"남성 30대, 남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(19.2%) 비중이 높은 곳입니다.","남성 30대 (17.0%), 남성 50대 (15.2%)",유동인구 중심 (53.9%),19.22,9.93
왕십리,이자카야,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(18.5%) 유입이 활발한 곳입니다.",남성 30대 (21.2%),유동인구 중심 (60.7%),10.58,18.47
왕십리,인삼제품,"남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(18.6%) 비중이 높은 곳입니다.",남성 50대 (24.3%),거주 중심 (75.5%),18.6,8.16
왕십리,일반 유흥주점,"남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(23.6%) 비중이 높은 곳입니다.",남성 50대 (27.5%),유동인구 중심 (57.2%),23.57,10.57
왕십리,일식-덮밥/돈가스,"남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(19.7%) 비중이 높은 곳입니다.",남성 60대이상 (17.8%),유동인구 중심 (47.7%),19.73,9.74
왕십리,일식-샤브샤브,"여성 20대이하, 여성 30대, 여성 40대, 여성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.1%) 비중이 높은 곳입니다.","여성 20대이하 (11.1%), 여성 30대 (12.9%), 여성 40대 (11.0%), 여성 50대 (10.9%)",유동인구 중심 (49.8%),18.09,10.58
왕십리,일식-참치회,"남성 30대, 남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(21.8%) 비중이 높은 곳입니다.","남성 30대 (19.2%), 남성 50대 (20.7%)",유동인구 중심 (45.3%),21.81,6.81
왕십리,일식당,"남성 20대이하, 남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(16.2%) 비중이 높은 곳입니다.","남성 20대이하 (15.0%), 남성 30대 (16.8%)",유동인구 중심 (54.7%),16.19,10.23
왕십리,주류,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(22.9%) 비중이 높은 곳입니다.",남성 30대 (25.8%),유동인구 중심 (49.9%),22.86,13.29
왕십리,중식-훠궈/마라탕,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(43.8%) 유입이 활발한 곳입니다.",여성 20대이하 (26.3%),유동인구 중심 (45.4%),28.59,43.85
왕십리,중식당,"남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(30.5%) 비중이 높은 곳입니다.",남성 50대 (15.5%),거주 중심 (48.2%),30.52,9.2
왕십리,차,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(27.3%) 비중이 높은 곳입니다.",여성 20대이하 (27.5%),유동인구 중심 (48.4%),27.29,6.5
왕십리,청과물,"여성 30대, 여성 40대, 여성 50대, 여성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(36.3%) 비중이 높은 곳입니다.","여성 30대 (14.2%), 여성 40대 (14.1%), 여성 50대 (15.3%), 여성 60대이상 (14.7%)",유동인구 중심 (48.7%),36.28,9.09
왕십리,축산물,"여성 50대, 여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(49.5%) 비중이 높은 곳입니다.","여성 50대 (20.5%), 여성 60대이상 (22.4%)",거주 중심 (64.3%),49.5,7.1
왕십리,치킨,"남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(23.5%) 비중이 높은 곳입니다.",남성 50대 (17.3%),거주 중심 (60.9%),23.51,9.92
왕십리,카페,"여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(29.3%) 비중이 높은 곳입니다.",여성 30대 (18.4%),유동인구 중심 (49.0%),29.29,10.28
왕십리,커피전문점,"여성 20대이하, 여성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(31.4%) 비중이 높은 곳입니다.","여성 20대이하 (15.7%), 여성 30대 (16.6%)",거주 중심 (45.4%),31.37,10.9
왕십리,탕후루,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(21.2%) 비중이 높은 곳입니다.",여성 20대이하 (27.1%),유동인구 중심 (62.3%),21.21,12.17
왕십리,테마카페,"여성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(28.8%) 비중이 높은 곳입니다.",여성 30대 (33.0%),거주 중심 (68.0%),28.81,20.41
왕십리,포장마차,"남성 30대, 남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(20.1%) 비중이 높은 곳입니다.","남성 30대 (17.0%), 남성 50대 (16.3%)",유동인구 중심 (54.6%),20.13,7.84
왕십리,피자,"남성 30대, 남성 40대, 남성 50대, 남성 60대이상, 여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(25.3%) 비중이 높은 곳입니다.","남성 30대 (11.2%), 남성 40대 (10.9%), 남성 50대 (12.6%), 남성 60대이상 (10.8%), 여성 50대 (10.9%)",거주 중심 (54.0%),25.35,12.1
왕십리,한식-감자탕,"남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(24.5%) 비중이 높은 곳입니다.",남성 50대 (18.1%),거주 중심 (46.8%),24.48,6.68
왕십리,한식-국밥/설렁탕,"남성 50대, 남성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(26.5%) 비중이 높은 곳입니다.","남성 50대 (17.6%), 남성 60대이상 (16.1%)",거주 중심 (43.6%),26.51,8.69
왕십리,한식-국수/만두,"남성 30대, 남성 50대, 여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(24.1%) 비중이 높은 곳입니다.","남성 30대 (12.1%), 남성 50대 (12.4%), 여성 50대 (10.6%)",거주 중심 (40.8%),24.09,10.17
왕십리,한식-냉면,"남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(20.4%) 비중이 높은 곳입니다.",남성 50대 (15.2%),거주 중심 (61.0%),20.4,8.42
왕십리,한식-단품요리일반,"남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(24.8%) 비중이 높은 곳입니다.",남성 50대 (15.9%),유동인구 중심 (46.7%),24.84,9.54
왕십리,한식-육류/고기,"남성 30대, 남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.5%) 비중이 높은 곳입니다.","남성 30대 (14.8%), 남성 50대 (14.8%)",유동인구 중심 (49.1%),18.5,10.33
왕십리,한식-죽,"여성 40대, 여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(25.6%) 비중이 높은 곳입니다.","여성 40대 (14.0%), 여성 50대 (13.1%)",거주 중심 (52.1%),25.56,8.36
왕십리,한식-찌개/전골,"남성 20대이하, 남성 30대, 남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(12.6%) 비중이 높은 곳입니다.","남성 20대이하 (14.4%), 남성 30대 (12.9%), 남성 50대 (12.5%)",유동인구 중심 (59.1%),12.56,8.84
