상권명,업종,특징_요약,핵심_고객층,시장_유형,평균_재방문율(%),평균_신규방문율(%)
왕십리,한식-해물/생선,"남성 50대, 남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(21.4%) 비중이 높은 곳입니다.","남성 50대 (16.8%), 남성 60대이상 (15.2%)",유동인구 중심 (46.2%),21.4,8.99
왕십리,한식뷔페,"남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(35.3%) 비중이 높은 곳입니다.",남성 60대이상 (24.2%),유동인구 중심 (45.7%),35.26,12.39
왕십리,햄버거,"남성 20대이하, 남성 30대, 여성 20대이하이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(31.0%) 비중이 높은 곳입니다.","남성 20대이하 (15.8%), 남성 30대 (14.7%), 여성 20대이하 (14.9%)",거주 중심 (49.0%),30.96,10.56
왕십리,호프/맥주,"남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(21.7%) 비중이 높은 곳입니다.",남성 50대 (21.9%),유동인구 중심 (48.9%),21.68,8.33
자양,한식-단품요리일반,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(26.1%) 유입이 활발한 곳입니다.",남성 30대 (39.6%),유동인구 중심 (91.9%),6.68,26.07
장한평자동차,건강식품,"남성 40대, 여성 40대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(34.4%) 비중이 높은 곳입니다.","남성 40대 (24.3%), 여성 40대 (24.0%)",유동인구 중심 (94.2%),34.43,17.52
장한평자동차,기사식당,"남성 50대, 남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(35.4%) 비중이 높은 곳입니다.","남성 50대 (25.4%), 남성 60대이상 (24.1%)",유동인구 중심 (66.5%),35.39,6.55
장한평자동차,백반/가정식,"남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(33.9%) 비중이 높은 곳입니다.",남성 60대이상 (28.8%),유동인구 중심 (58.2%),33.91,10.13
장한평자동차,식료품,"남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(29.3%) 비중이 높은 곳입니다.",남성 60대이상 (22.4%),유동인구 중심 (80.9%),29.3,8.42
장한평자동차,일반 유흥주점,"여성 40대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(19.6%) 비중이 높은 곳입니다.",여성 40대 (35.4%),유동인구 중심 (93.5%),19.64,14.15
장한평자동차,중식당,"남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(30.8%) 비중이 높은 곳입니다.",남성 50대 (24.9%),유동인구 중심 (63.1%),30.81,6.55
장한평자동차,청과물,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(44.3%) 비중이 높은 곳입니다.",여성 20대이하 (27.3%),유동인구 중심 (53.0%),44.33,20.83
장한평자동차,카페,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(33.7%) 비중이 높은 곳입니다.",남성 30대 (16.6%),유동인구 중심 (62.2%),33.66,12.58
장한평자동차,커피전문점,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(31.1%) 비중이 높은 곳입니다.",남성 30대 (17.4%),유동인구 중심 (63.3%),31.14,12.78
장한평자동차,포장마차,"남성 40대이(가) 주로 찾는 직장 중심의 시장으로, 재방문 고객(10.6%) 비중이 높은 곳입니다.",남성 40대 (40.9%),직장 중심 (60.0%),10.57,8.22
장한평자동차,한식-국밥/설렁탕,"남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(50.7%) 비중이 높은 곳입니다.",남성 60대이상 (35.4%),유동인구 중심 (46.9%),50.73,5.74
장한평자동차,한식-단품요리일반,"남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(35.6%) 비중이 높은 곳입니다.",남성 60대이상 (32.0%),유동인구 중심 (49.5%),35.62,8.84
장한평자동차,한식-육류/고기,"남성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(29.4%) 비중이 높은 곳입니다.",남성 60대이상 (21.4%),유동인구 중심 (60.2%),29.41,11.92
장한평자동차,한식-찌개/전골,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(33.3%) 비중이 높은 곳입니다.",남성 30대 (24.5%),유동인구 중심 (71.9%),33.3,15.18
장한평자동차,한식뷔페,"남성 40대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(39.3%) 비중이 높은 곳입니다.",남성 40대 (24.9%),유동인구 중심 (70.7%),39.31,24.01
장한평자동차,한정식,"남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(33.7%) 비중이 높은 곳입니다.",남성 50대 (32.2%),유동인구 중심 (59.1%),33.69,5.4
풍산지구,양식,"남성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(17.2%) 유입이 활발한 곳입니다.",남성 30대 (19.6%),유동인구 중심 (97.1%),11.17,17.23
한양대,기타세계요리,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(35.8%) 비중이 높은 곳입니다.",남성 20대이하 (52.1%),유동인구 중심 (58.9%),35.84,5.76
한양대,꼬치구이,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(13.0%) 비중이 높은 곳입니다.",남성 20대이하 (37.4%),유동인구 중심 (59.8%),13.03,6.86
한양대,담배,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(22.9%) 유입이 활발한 곳입니다.",남성 20대이하 (53.7%),유동인구 중심 (51.4%),18.08,22.91
한양대,도시락,"남성 20대이하이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(44.9%) 비중이 높은 곳입니다.",남성 20대이하 (29.1%),거주 중심 (43.4%),44.88,5.52
한양대,동남아/인도음식,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(28.5%) 비중이 높은 곳입니다.",여성 20대이하 (36.2%),유동인구 중심 (58.5%),28.45,6.53
한양대,룸살롱/단란주점,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(22.2%) 비중이 높은 곳입니다.",남성 20대이하 (31.6%),유동인구 중심 (63.5%),22.2,7.16
한양대,반찬,"남성 20대이하이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(43.2%) 비중이 높은 곳입니다.",남성 20대이하 (42.5%),거주 중심 (61.0%),43.2,25.17
한양대,백반/가정식,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(24.6%) 비중이 높은 곳입니다.",남성 20대이하 (33.7%),유동인구 중심 (57.3%),24.56,11.76
한양대,베이커리,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(28.1%) 비중이 높은 곳입니다.",여성 20대이하 (34.5%),유동인구 중심 (53.7%),28.15,10.96
한양대,분식,"남성 20대이하, 여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(30.5%) 비중이 높은 곳입니다.","남성 20대이하 (26.6%), 여성 20대이하 (27.2%)",유동인구 중심 (53.9%),30.5,9.87
한양대,샌드위치/토스트,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(33.1%) 비중이 높은 곳입니다.",남성 20대이하 (29.3%),유동인구 중심 (50.1%),33.11,10.88
한양대,식료품,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(45.3%) 비중이 높은 곳입니다.",남성 20대이하 (21.3%),유동인구 중심 (48.2%),45.26,7.88
한양대,식품 제조,"남성 30대, 남성 60대이상, 여성 30대, 여성 50대, 여성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(26.8%) 비중이 높은 곳입니다.","남성 30대 (18.2%), 남성 60대이상 (16.5%), 여성 30대 (16.9%), 여성 50대 (16.5%), 여성 60대이상 (17.7%)",유동인구 중심 (70.0%),26.76,5.47
한양대,아이스크림/빙수,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(34.3%) 비중이 높은 곳입니다.",여성 20대이하 (35.6%),유동인구 중심 (55.3%),34.27,9.06
한양대,양식,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(17.0%) 유입이 활발한 곳입니다.",여성 20대이하 (27.6%),유동인구 중심 (64.0%),13.44,17.04
한양대,와인바,"남성 20대이하, 여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(7.3%) 비중이 높은 곳입니다.","남성 20대이하 (25.7%), 여성 20대이하 (24.9%)",유동인구 중심 (72.5%),7.33,6.04
한양대,요리주점,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.1%) 비중이 높은 곳입니다.",남성 20대이하 (34.6%),유동인구 중심 (64.8%),18.06,13.19
한양대,이자카야,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(15.3%) 유입이 활발한 곳입니다.",남성 20대이하 (31.0%),유동인구 중심 (70.0%),7.49,15.29
한양대,일반 유흥주점,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(67.9%) 유입이 활발한 곳입니다.",남성 20대이하 (37.1%),유동인구 중심 (65.6%),15.4,67.93
한양대,일식-덮밥/돈가스,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(32.2%) 비중이 높은 곳입니다.",남성 20대이하 (31.0%),유동인구 중심 (56.8%),32.18,9.45
한양대,일식-우동/소바/라면,"남성 20대이하, 여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(20.9%) 비중이 높은 곳입니다.","남성 20대이하 (28.2%), 여성 20대이하 (26.4%)",유동인구 중심 (62.3%),20.94,5.46
한양대,일식당,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.5%) 비중이 높은 곳입니다.",남성 20대이하 (32.3%),유동인구 중심 (59.3%),18.54,8.3
한양대,주스,"여성 20대이하이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(36.6%) 비중이 높은 곳입니다.",여성 20대이하 (40.2%),거주 중심 (49.9%),36.58,6.37
한양대,중식-훠궈/마라탕,"여성 20대이하이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(36.3%) 비중이 높은 곳입니다.",여성 20대이하 (43.4%),거주 중심 (48.0%),36.25,24.09
한양대,중식당,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(32.1%) 비중이 높은 곳입니다.",남성 20대이하 (32.1%),유동인구 중심 (55.1%),32.08,9.39
한양대,차,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(46.2%) 비중이 높은 곳입니다.",여성 20대이하 (52.8%),유동인구 중심 (67.4%),46.17,5.93
한양대,축산물,"남성 20대이하, 여성 20대이하이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(42.8%) 비중이 높은 곳입니다.","남성 20대이하 (14.8%), 여성 20대이하 (16.6%)",거주 중심 (69.4%),42.76,4.94
한양대,치킨,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.5%) 비중이 높은 곳입니다.",남성 20대이하 (32.6%),유동인구 중심 (50.8%),18.52,7.42
한양대,카페,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(30.7%) 비중이 높은 곳입니다.",여성 20대이하 (35.4%),유동인구 중심 (58.8%),30.67,8.35
한양대,커피전문점,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(32.7%) 비중이 높은 곳입니다.",여성 20대이하 (32.6%),유동인구 중심 (54.9%),32.72,10.08
한양대,포장마차,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(12.7%) 비중이 높은 곳입니다.",남성 20대이하 (41.7%),유동인구 중심 (67.3%),12.67,9.42
한양대,피자,"남성 20대이하이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(21.5%) 비중이 높은 곳입니다.",남성 20대이하 (31.7%),거주 중심 (47.9%),21.54,7.54
한양대,한식-감자탕,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(34.3%) 비중이 높은 곳입니다.",남성 20대이하 (33.9%),유동인구 중심 (43.2%),34.31,5.78
한양대,한식-국밥/설렁탕,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(23.5%) 비중이 높은 곳입니다.",남성 20대이하 (37.6%),유동인구 중심 (56.7%),23.46,15.23
한양대,한식-국수/만두,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(30.2%) 비중이 높은 곳입니다.",여성 20대이하 (26.0%),유동인구 중심 (39.6%),30.15,6.08
한양대,한식-냉면,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(17.1%) 비중이 높은 곳입니다.",남성 20대이하 (25.2%),유동인구 중심 (54.2%),17.09,7.02
한양대,한식-단품요리일반,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(20.9%) 비중이 높은 곳입니다.",남성 20대이하 (32.4%),유동인구 중심 (60.7%),20.91,8.77
한양대,한식-육류/고기,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(15.0%) 비중이 높은 곳입니다.",남성 20대이하 (35.0%),유동인구 중심 (60.3%),14.97,7.8
한양대,한식-죽,"여성 20대이하이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(24.5%) 비중이 높은 곳입니다.",여성 20대이하 (18.2%),거주 중심 (45.5%),24.45,6.45
한양대,한식-찌개/전골,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(26.9%) 비중이 높은 곳입니다.",남성 20대이하 (36.2%),유동인구 중심 (53.4%),26.94,6.36
한양대,한식-해물/생선,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(14.6%) 비중이 높은 곳입니다.",남성 20대이하 (25.3%),유동인구 중심 (57.4%),14.56,10.77
한양대,햄버거,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(30.5%) 비중이 높은 곳입니다.",남성 20대이하 (38.9%),유동인구 중심 (49.4%),30.54,6.46
한양대,호프/맥주,"남성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(17.6%) 비중이 높은 곳입니다.",남성 20대이하 (39.9%),유동인구 중심 (60.4%),17.57,10.19
행당,건강식품,"여성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(18.1%) 비중이 높은 곳입니다.",여성 60대이상 (30.8%),유동인구 중심 (60.7%),18.05,7.0
행당,건강원,"남성 60대이상, 여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 신규 고객(9.3%) 유입이 활발한 곳입니다.","남성 60대이상 (30.3%), 여성 60대이상 (30.0%)",거주 중심 (85.0%),1.64,9.32
행당,도시락,"남성 30대, 남성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(35.8%) 비중이 높은 곳입니다.","남성 30대 (16.5%), 남성 40대 (17.4%)",거주 중심 (74.7%),35.75,21.99
행당,떡/한과 제조,"여성 40대, 여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(42.1%) 비중이 높은 곳입니다.","여성 40대 (18.3%), 여성 50대 (19.2%)",거주 중심 (76.7%),42.09,6.09
행당,미곡상,"여성 40대, 여성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 신규 고객(28.5%) 유입이 활발한 곳입니다.","여성 40대 (25.1%), 여성 60대이상 (23.8%)",유동인구 중심 (100.0%),7.72,28.5
행당,반찬,"여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(47.7%) 비중이 높은 곳입니다.",여성 50대 (23.9%),거주 중심 (83.4%),47.71,5.24
행당,백반/가정식,"남성 40대, 남성 50대, 여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(27.7%) 비중이 높은 곳입니다.","남성 40대 (14.2%), 남성 50대 (14.3%), 여성 40대 (14.6%)",거주 중심 (54.8%),27.74,8.52
행당,베이커리,"여성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(34.4%) 비중이 높은 곳입니다.",여성 30대 (16.2%),거주 중심 (61.9%),34.38,7.66
행당,분식,"여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(36.2%) 비중이 높은 곳입니다.",여성 40대 (19.6%),거주 중심 (71.4%),36.15,9.54
행당,샌드위치/토스트,"여성 30대, 여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(27.3%) 비중이 높은 곳입니다.","여성 30대 (13.6%), 여성 40대 (14.0%)",거주 중심 (69.1%),27.35,11.83
행당,식료품,"여성 40대, 여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(40.7%) 비중이 높은 곳입니다.","여성 40대 (14.4%), 여성 60대이상 (14.3%)",거주 중심 (71.1%),40.72,9.34
행당,아이스크림/빙수,"남성 20대이하, 남성 40대, 여성 20대이하, 여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(41.3%) 비중이 높은 곳입니다.","남성 20대이하 (13.8%), 남성 40대 (13.4%), 여성 20대이하 (13.7%), 여성 40대 (13.3%)",거주 중심 (80.5%),41.34,7.87
행당,양식,"여성 20대이하이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(11.8%) 비중이 높은 곳입니다.",여성 20대이하 (25.6%),유동인구 중심 (64.1%),11.78,10.01
행당,요리주점,"여성 30대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(16.9%) 비중이 높은 곳입니다.",여성 30대 (30.7%),유동인구 중심 (59.0%),16.87,7.5
행당,이자카야,"남성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(22.9%) 비중이 높은 곳입니다.",남성 40대 (20.2%),거주 중심 (64.5%),22.85,6.87
행당,인삼제품,"여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(14.8%) 비중이 높은 곳입니다.",여성 40대 (22.7%),거주 중심 (81.7%),14.77,5.84
행당,일식-우동/소바/라면,"남성 30대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(11.2%) 비중이 높은 곳입니다.",남성 30대 (24.4%),거주 중심 (56.0%),11.23,7.19
행당,주류,"여성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(29.3%) 비중이 높은 곳입니다.",여성 50대 (32.6%),유동인구 중심 (100.0%),29.33,6.82
행당,중식-훠궈/마라탕,"여성 20대이하이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(41.1%) 비중이 높은 곳입니다.",여성 20대이하 (25.6%),거주 중심 (80.7%),41.06,15.83
행당,중식당,"여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(34.0%) 비중이 높은 곳입니다.",여성 50대 (20.3%),거주 중심 (61.7%),33.99,14.6
행당,청과물,"여성 60대이상이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(27.4%) 비중이 높은 곳입니다.",여성 60대이상 (23.2%),유동인구 중심 (57.1%),27.36,8.91
행당,축산물,"여성 60대이상이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(46.8%) 비중이 높은 곳입니다.",여성 60대이상 (25.6%),거주 중심 (87.0%),46.76,4.95
행당,치킨,"남성 40대, 남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(25.1%) 비중이 높은 곳입니다.","남성 40대 (15.0%), 남성 50대 (16.2%)",거주 중심 (77.9%),25.07,8.67
행당,카페,"여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(33.5%) 비중이 높은 곳입니다.",여성 40대 (19.4%),거주 중심 (65.6%),33.46,7.74
행당,커피전문점,"남성 40대, 여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(35.5%) 비중이 높은 곳입니다.","남성 40대 (15.1%), 여성 40대 (15.8%)",거주 중심 (65.1%),35.49,7.99
행당,피자,"남성 40대, 여성 30대, 여성 40대, 여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 신규 고객(40.5%) 유입이 활발한 곳입니다.","남성 40대 (11.0%), 여성 30대 (11.2%), 여성 40대 (12.9%), 여성 50대 (11.7%)",거주 중심 (86.6%),23.62,40.51
행당,한식-국수/만두,"여성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(30.8%) 비중이 높은 곳입니다.",여성 50대 (16.3%),거주 중심 (61.8%),30.8,6.79
행당,한식-단품요리일반,"남성 40대이(가) 주로 찾는 거주 중심의 시장으로, 신규 고객(16.7%) 유입이 활발한 곳입니다.",남성 40대 (100.0%),거주 중심 (100.0%),0.0,16.67
행당,한식-육류/고기,"남성 40대, 남성 50대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(23.3%) 비중이 높은 곳입니다.","남성 40대 (15.4%), 남성 50대 (15.6%)",거주 중심 (59.5%),23.26,7.18
행당,한식-찌개/전골,"남성 40대이(가) 주로 찾는 거주 중심의 시장으로, 재방문 고객(53.9%) 비중이 높은 곳입니다.",남성 40대 (44.9%),거주 중심 (100.0%),53.88,0.0
행당,한식-해물/생선,"남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(27.2%) 비중이 높은 곳입니다.",남성 50대 (21.5%),유동인구 중심 (44.6%),27.2,8.52
행당,햄버거,"남성 40대, 여성 40대이(가) 주로 찾는 거주 중심의 시장으로, 신규 고객(62.9%) 유입이 활발한 곳입니다.","남성 40대 (16.3%), 여성 40대 (17.1%)",거주 중심 (70.6%),24.35,62.91
화양시장,백반/가정식,"남성 50대이(가) 주로 찾는 유동인구 중심의 시장으로, 재방문 고객(31.7%) 비중이 높은 곳입니다.",남성 50대 (25.1%),유동인구 중심 (74.3%),31.71,5.89
